img_id,anno_image_quality,anno_texts
mcocr_private_145120bgmgl.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, Khu Minh Tiến A|||Tố 7, Khu Minh Tiền Ả|||P. Câm Bình, TP. Cầm Phà, QNH|||Ngày bán:14/08/2020 16:40|||TỔNG TIỀN PHẢI T. TOÁN|||4.500"
mcocr_private_145120bgndj.jpg,0.5,"Vietcombank|||Địa chỉ bài VL|||NUM DRUG NG|||UA MA QM, NH|||01/7/2020|||nea|||TỔNG CỘNG:"
mcocr_private_145120bgxue.jpg,0.5,"VinCommerce|||VM+ QNH Số 463 Tổ 66 Khu Diêm Thủy|||Số 483, Tổ 8, Khu Diêm Thuỷ|||P. Cấm Đồng, TP. Câm Phả|||Ngày bán:15/08/2020 06:07|||TỔNG TIỀN PHẢI T.TOÁN|||8.800"
mcocr_private_145120biprv.jpg,0.5,"VinCommerce|||VM+QNH 1060-1062 Trần Phú|||Số 1060-1062 Đường Trân Phú|||TP. Càm Phá, Quảng Ninh|||Ngày bán:15/08/2020 07:20|||TỔNG TIỀN PHẢI T. TOÁN|||200.000"
mcocr_private_145120bnzpf.jpg,0.5,"VinCommerce|||VM+ ONH 1060-1052 Trần Phú|||Đó Số 1060-1062 Đường Trần Phú|||TP. Cầm Pha, Quang Ninh|||Ngày bán:13/08/2020 18:19|||TỔNG TIỀN PHẢI T.TOÁN|||101.300"
mcocr_private_145120bokpe.jpg,0.5,Co.opMart XA LO HA No|||11: CDu2 FITTICIAR 4|||191 Quang Trung Q.9|||Ngay: 21/07/2020|||Tong so tien thanh toan:
mcocr_private_145120bsynb.jpg,0.5,"VinCommerce|||Trong VINH QNH Tố 7, Khu Minh Tiến A Nam|||T67, Khu Minh Tiến A|||P. Cẩm Bình, TP. Cẩm Phả, QNH|||Ngày bán:13/08/2020 12:32|||TỔNG TIỀN PHẢI T.TOÁN|||23.500"
mcocr_private_145120btfhn.jpg,0.5,"MILANO COFFEE|||Milano Coffee Vietnam|||186 Cầy Trâm, P.11, Q Gò Vấp, TP.HCM|||02.10.2020 15.37|||Tiền Thanh Toán:|||15 000"
mcocr_private_145120bxrwi.jpg,0.5,"Cty LD TNHH KFC Viet Nam|||292 Ba Trieu, Hai Ba Trung, Ha N|||So 2, Quang Trung, TP Vinh, Nghe|||15 Aug 20 18:56:01|||Total:|||83,000"
mcocr_private_145120caqdr.jpg,0.5,"VinCommerce|||VM+ ONH DỰ án KDC lần biên coc 6|||DA khu DCLB cọc 6, P. Càm Sơn|||TP. Cám Phà, T. Quang Ninh|||Ngày bán:14/08/2020 20:45|||TỔNG TIỀN PHẢI T. TOÁN|||103.872"
mcocr_private_145120casxx.jpg,0.5,|||ĐƯU ĐÀM CHAY|||34 Hàng Bài - Hà Nội|||Ngày|||14/08/2020|||Giờ mở: 12:24 CH|||Tổng|||705.000
mcocr_private_145120cbske.jpg,0.5,"Vincommerce|||VM+ ONH TỐT, KỲ MINH TIÊN|||Cấm Đình TP.CM Hu, UH|||Ngày bán: 13/0B/2020 17:31|||TỔNG TIỀN PHẢI T. TOÁN|||21.542"
mcocr_private_145120cbyep.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, khu Minh Tiến A|||Tô 7, Khu Minh Tiền A|||P. Cẩm Bình, TP. Cẩm Phá, QNH|||Ngày bán:09/08/2020 18:03|||TỔNG TIỀN PHẢI T. TOÁN|||70.400"
mcocr_private_145120cgsjj.jpg,0.5,"Phúc Anh Minimart|||1948 348 Cô Bi - Gia Lâm - Hà Nội Nội|||Ngày:23-00|||Khách phải trả|||327,000"
mcocr_private_145120cjdfp.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, Khu Minh Tiến A|||T67, Khu Minh Tiên Ả|||P. Cẩm Bình, TP. Cẩm Phả, QNH|||Ngày bán:15/08/2020 09:17|||TỔNG TIỀN PHẢI T. TOÁN|||48.900"
mcocr_private_145120mobxm.jpg,0.5,"Saigon Co.op|||Co.op Food HN THE K-PARK|||Tang 1, SH42|||ket hop dich vu tr3, Long (H-CT2 thuoc|||Toa K3, Cong trinh chung cu|||Đầu Dầu tuy trong p. dân có Hi Brand|||tai khu do thi moi van phu vo|||Phu La, 0. T, Dong, Tp Ha Noi|||Ngay: 19/09/2019 18:17:43|||Tong so tien thanh toan:|||30,265.00"
mcocr_private_145120moljt.jpg,0.5,"Saigon Co.op|||Co op Food HN THE K-PARK|||Tang 1, SH42 - Toa K3, Cong trinh chung cu|||ket hop dich vu tren o dat H-CT2 thuoc|||Du an Dau tu xay dung Khu nha o Hi Brand|||tai Khu do thi noi Van Phu y|||P. Phu Lay Qu Ha Dong, Tp Ha Noi|||Ngay: 19/09/2019 18:37:23|||Tong so tien thanh toan:|||169,190.00"
mcocr_private_145120mwmhc.jpg,0.5,"Saigon Co.op|||Co.op Food HN THE K-PARK|||Tang 1,SH42 - Toa K3,Cong trinh chung cu|||the ket hop dich vu tren o dat H-CT2 thuoc|||Du an Dau tu xay dung Khu nha o Hi Brand|||tai Khu do thi moi Van Phu,|||P. Phu La, Q. Ha Dong, Tp Ha Noi|||Ngay: 19/09/2019 18:37:23|||Tong so tien thanh toan:|||169,190.00"
mcocr_private_145120nbtnw.jpg,0.5,"The coffee house|||403 Phan Huy Ích, P.14, Q.Gò Vấp|||Thời gian:01.10.2020 08.59|||Thanh Toán:|||58 000"
mcocr_private_145120ndgdc.jpg,0.5,"VinCommerce|||VM + HN 32 Láng Trung|||Số 32 ngô Làng Trung, P. Lãng Hạ|||Q. Đống Đa, Hà Nội|||Ngày bán:22/07/2020 20:43|||TỔNG TIỀN ĐÃ GIÁM|||27.500"
mcocr_private_145120nhkcx.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 10/08/2020-16:07|||Tổng cộng:|||119,000"
mcocr_private_145120nlxbq.jpg,0.5,"VinCommerce|||VM+QNH Dự án quỹ đất đường sắt|||DA QĐ dọc tuyên ĐS Tô 3 Khu 2|||P. Cầm Sơn, TP. Cầm Phà, T. QN|||Ngày bán:15/08/2020 11:01|||TỔNG TIỀN PHẢI T. TOÁN|||12.000"
mcocr_private_145120nsnxf.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, khu Minh Tiến A|||Tổ 7, Khu Minh Tiến A|||P. Cẩm Bình, TP. Cẩm Phả, QNH|||Ngày bán:15/08/2020 07:10|||TỔNG TIỀN PHẢI T.TOÁN|||101.500"
mcocr_private_145120nvize.jpg,0.5,"Xuân|||244/23a Huỳnh Văn Bánh, P.11, Q.PN|||Ngày/ giờ vào: 05.10.2020 18.33|||Ngày/giờ in: 05.10.2020 18.34|||05.10.2020 18.34|||Tiền Thanh Toán|||Tổng:|||37 800"
mcocr_private_145120nwfxv.jpg,0.5,"VinCommerce|||VM+ QNH 500 Trần Phú|||Sỏ 590 Trần Phú, P. Cầm Thủy|||TP. Cẩm Phả, Quảng Ninh|||Ngày bán:15/08/2020 07:43|||TỔNG TIỀN PHẢI T. TOÁN|||31.320"
mcocr_private_145120nwmjf.jpg,0.5,NHÀ SÁCH GD-TC CẨM PHẢ|||2012 Đc: 212 Đường Trấn Phú-Cẩm Phả|||Thời gian:09:59:51 - 15/08/2020|||Tổng số thanh toán|||22.000
mcocr_private_145120nwttp.jpg,0.5,"VinCommerce|||VM+ QNH Tô 7, Khu Minh Tiền Ả Nam|||Tổ 7, Khu Minh Tiên A|||P. Cẩm Bình, TP. Cầm Phà, ONH|||Ngày:09/08/2020|||Thời gian:14:33|||"
mcocr_private_145120nxhum.jpg,0.5,"BIG T LUNG BIEN|||The Ty TNHH TMOT-DV Sthi Big C ThangLong|||222 Tran Duy Hung, Cau Giay.Ha Noi|||Ticket: 03000229 05/08/2020 18:36:34|||- Tong Cong|||33.800d"
mcocr_private_145120okqnl.jpg,0.5,"MINIMART ANAN|||Chợ Sửi Phú Thị Gia Làm Đội||||||Tổng cộng|||151,000"
mcocr_private_145120oogln.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, khu Minh Tiến A|||Tổ 7, Khu Minh Tiền Á|||A Cảm Bình, TP. Cầm Phà, QNH|||Ngày bán:14/08/2020 16:21|||TỔNG TIỀN PHẢI T. TOÁN|||10.000"
mcocr_private_145120opctc.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 12/08/2020-16:15|||Tổng tiền:|||247,000"
mcocr_private_145120opnsn.jpg,0.5,"VinCommerce|||VM+QNH Tổ 7, Khu Minh Tiến A|||Tổ 7, Khu Minh Tiến A|||P. Cảm Bình, TP. Câm Pha, QNH|||Ngày bán:14/08/2020 18:45|||TỔNG TIỀN PHẢI T. TOÁN|||44.900"
mcocr_private_145120opumm.jpg,0.5,"VinCommerce|||VM + QNH 1060-1062 Trần Phú|||Thành Số 1060-1062 Đường Trần Phú|||TP, Cảm Phá, Quảng Ninh|||Ngày bán:13/08/2020 09:53|||TỔNG TIỀN PHẢI T.TOÁN|||76.000"
mcocr_private_145120opuod.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 12/08/2020-14:28|||Tổng tiền:|||450,000"
mcocr_private_145120ormas.jpg,0.5,VINMART||||||10/08/2020 12:55:07|||50.000 Đ
mcocr_private_145120osdez.jpg,0.5,"MINIMART ANAN|||Thế Chợ Sùi Phú Thị Gia Lâm Đội|||Ngày: 13/08/2020-20:28|||Tổng cộng:|||356,000"
mcocr_private_145120pbtzc.jpg,0.5,"VinCommerce|||VM+ QNH Số 463 Tổ 66 Khu Diêm Thủy|||Số 483, Tổ 8, Khu Diêm Thủy|||P. Cẩm Đông, TP. Cẩm Phả|||Ngày bán:15/08/2020 07:22|||TỔNG TIỀN PHẢI T. TOÁN|||40.900"
mcocr_private_145120pbvrk.jpg,0.5,"|||10 Order: 1.189 Ngày: vo, 1||||||"
mcocr_private_145120pfzbm.jpg,0.5,"VinCommerce|||VM+QNH Dự án quỹ đất đường sắt|||DA QĐ dọc tuyến ĐS Tô 3 Khu 2|||P. Câm Sơn, TP. Câm Phà, T. QN|||Ngày bán:15/08/2020 11:44|||TỔNG TIỀN PHẢI T. TOÁN|||113.896"
mcocr_private_145120pgiom.jpg,0.5,"Phúc Anh Minimart|||248 Cổ Bi - Gia Lâm - Hà Nội|||Ngày: 14-08-2020|||Khách phải trả|||224,000"
mcocr_private_145120pjejw.jpg,0.5,"VinCommerce|||VM+ QNH Tố 7, Khu Hình Tiến A|||Tổ 7, Khu Minh Tiến A|||P. Cẩm Bình, TP. Cẩm Phả, QNH|||Ngày bán:14/08/2020 10:48|||TỔNG TIỀN PHẢI T. TOÁN|||116.500"
mcocr_private_145120bgplh.jpg,0.5,||||||NGÀY KINH DOANH1:08/08/2020|||Tổng thanh toán|||Tổng Tiền|||8.180.000|||B.122.545
mcocr_private_145120cksbv.jpg,0.5,NHÀ SÁCH GD-TC CẨM PHẢ|||ĐC: 212 Đường Trần Phú-Cẩm Phả|||Thời gian:07:44:54 - 11/08/2020|||Tổng số thanh toán:|||40.000
mcocr_private_145120dwtci.jpg,0.5,"VinCommerce|||VM+ ANH 500 Trần Phú|||Số 690 Trần Phú, P. Còm Thuy|||TP. Cẩm Phả, Quảng Ninh|||Ngày bán:13/08/2020 21:35|||TỔNG TIỀN PHẢI T.TOÁN|||10.000"
mcocr_private_145120gcfei.jpg,0.5,VinCommerce||||||Ngày Bán: 12/01/50.0|||TỔNG TIỀN Á GIẢM|||146.400
mcocr_private_145120hsylc.jpg,0.5,"VinCommerce|||VM+ ONH Tổ 8 Khu 3B Cầm Trung|||Tổ 8, Khu 3B, P. Càm Trung|||TP.Cẩm Phả, T.Quảng Ninh|||Ngày bán: 13/08/2020 11:28|||TỔNG TIỀN PHẢI T.TOÁN|||113.400"
mcocr_private_145120jhbvb.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, Khu Minh Tiến A|||Tô 7, Khu Minh Tiền A|||P. Cẩm Bình, TP. Cẩm Phả, QNH|||Ngày bán:14/08/2020 21:42|||TỔNG TIỀN PHẢI T. TOÁN|||210.000"
mcocr_private_145120mnfhj.jpg,0.5,TRONG SCTC CÓ THỎ 104 TRẦN PHÚ - CẨM THẾ|||PHẢ|||104 Trăn Phú - phường Cẩm Tây - Thành phố Cấm Thế|||Phả Quảng Ninh|||Ngày: 09/08/20:0 (08:09 CHỉ- 08.09 CH)|||Tổng thanh toán|||25.000
mcocr_private_145120nyytp.jpg,0.5,"VinCommerce|||VM+ ONH T67, Khu Minh Tiến A|||Tổ 7, Khu Minh Tiến A|||P. Cẩm Bình, TP. Cầm Pha, ONH|||Ngày bán:13/08/2020 17:53|||TỔNG TIỀN PHẢI T. TOÁN|||13.000"
mcocr_private_145120podbv.jpg,0.5,NHÀ SÁCH GD-TC CẨM PHẢ|||ĐC: 212 Đường Trần Phú-Cẩm Phả|||Và Nhân viên thu ngân 1|||Thời gian:17:54:19 - 14/08/2020|||Tổng số thanh toán:|||90.000
mcocr_private_145120rykrc.jpg,0.5,VinCommerce||||||Ngày bán:08/08/2020 21:02|||TỔNG TIỀN PHẢI T. TOÁN|||177.700
mcocr_private_145120tnzoy.jpg,0.5,"VinCommerce|||VM+ QNH 86 Trần Phú|||Số 86 Đường Trần Phú, P. Câm Tây|||TP Cẩm Phả, T.Quang Ninh|||Ngày bán:11/08/2020 11:00|||TỔNG TIỀN PHẢI T.TOÁN|||11.960"
mcocr_private_145120vxrkb.jpg,0.5,"VinCommerce|||VM+ QNH T6 7, Khu Minh Tiến A|||Tổ 7, khu Minh Tiến A|||P. Cẩm Bình. TP. Cẩm Phả. QNH|||Ngày bán:09/08/2020 18:39|||TỔNG TIỀN PHẢI T. TOÁN|||966.300"
mcocr_private_145120xqhxt.jpg,0.5,"VinCommerce|||VM+QNH 1060-1062 Trần Phú|||Số 1060-1062 Đường Trần Phú|||TP.Cẩm Phả, Quảng Ninh|||Ngày bán:15/08/2020 09:59|||TỔNG TIỀN PHẢI T. TOÁN|||42.300"
mcocr_private_145120ywkur.jpg,0.5,"TÊN ĐẠI LÝ:|||5156-VINMART|||ĐỊA CHỈ BẠI LÝ 3|||5156-10 7 NINH TIÊM A|||CAN BINH CAN PHA QN|||NGÀY:|||13/08/2020|||20:29:45|||TỔNG CỘNG:|||VND461, 288"
mcocr_private_145121bzwmq.jpg,0.5,"CỬA HÀNG NĂM OÁNH|||Thôn Phú Thuỵ, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội|||Ngày: 12-08-2020|||Cộng tiền hàng|||45,000"
mcocr_private_145121inqak.jpg,0.5,"VinCommerce|||VM+ ONH 590 Trần Phú|||Số 690 Trần Phú, P. Cầm Thuy|||TP. Cẩm Phả, Quảng Ninh|||Ngày bán: 14/08/2020 09:04|||TỔNG TIỀN PHẢI T.TOÁN|||15.000"
mcocr_private_145121lnerw.jpg,0.5,"Wellness bicycle shop|||TRUNG, 1%M, THƯƠNG . MẠI AEON - HÀ ĐỒNG|||GIỜ|||TỔNG THANH TOÁN|||696.950"
mcocr_private_145121oihna.jpg,0.5,"JahaCafe|||JUST GOOP COFFEE|||857 Nguyễn Kiêm, P3, Q.Gò Vấp|||Ngày:|||09.10.2C20 Giờ vào: 19.42|||Tổng cộng:|||15000"
mcocr_private_145121qfwji.jpg,0.5,NHÀ SÁCH GD-TC CẨM PHẢ|||ĐC: 212 Đường Trần Phú-Cẩm Phả|||Thời gian:10:23:00 - 15/08/2020|||Tổng số thanh toán:|||7.000d
mcocr_private_145121trzmp.jpg,0.5,"VinCommerce|||VM+ QNH Tộ 7, Khu Minh Tiên A|||Tô 7, Khu Minh Tiên Ả|||P. Cẩm Bình, TP. Câm Pha, QNH|||Ngày bán:14/08/2020 18:14|||TỔNG TIỀN PHẢI T. TOÁN|||48.600"
mcocr_private_145121vspoh.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 10/08/2020-17:10|||Tổng tiền|||135,336"
mcocr_private_145120schnz.jpg,0.5,"Saigon Co.op|||Co.op Food HN THE K-PARK|||Tang 1, SH42 - Toa K3, Cong trinh chung cu|||ket hop dich vu tren o dat H-CT2 thuoc|||Du an Dau tu xay dung Khu nha o Hi Brand|||tai Khu do thi moi Van Phu,|||P. Phu La, Q. Ha Dong, Tp Ha Noi|||Ngay: 17/07/2017 11:35:49|||Tong so tien thanh toan:|||23,000.00|||10,000.00"
mcocr_private_145120sfkpq.jpg,0.5,|||ĐÃ NHÀ SÁCH GD-TC CẨM PHẢNG|||21 Đc: 212 Đường Trần Phú-Cẩm Phả|||Thời gian:20:34:38 - 14/08/2020|||Tổng số thanh toán:|||87.000
mcocr_private_145120sgeqw.jpg,0.5,"PHỐ MỎ|||Hồ 7 khu Tân Lập 4 - P.Cẩm Thủy|||Tp. Cẩm Phả - Quảng Ninh|||13/08/2020-22:07|||Tổng cộng:|||20,000"
mcocr_private_145120sidqj.jpg,0.5,"Store :LAKE VIEW|||Address:28 Thanh Nien, Yen Phu, Tay Ho, Ha Noi|||2020-08-15 12:34:53 POS: 01 (Nguyen Viet Hung)|||"
mcocr_private_145120silda.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 09/08/2020-17:39|||Tổng cộng:|||265,000"
mcocr_private_145120slrqr.jpg,0.5,"MINIMART ANAN|||Thuy Chợ Sửi Phú Thị Gia Lâm Đó|||Ngày: 15/08/2020-18:42|||tổng tiền|||169,000"
mcocr_private_145120smgnp.jpg,0.5,"MINIMART ANAN|||Chợ Sùi Phú Thị Gia Lâm Thị|||Ngày: 16/08/2020-15:57|||Tổng tiền:|||123,000"
mcocr_private_145120sosih.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 09/08/2020-17:35|||Tổng tiền:|||248,016"
mcocr_private_145120sqevm.jpg,0.5,"VinCommerce|||VM+ 0M 112 Thanh Man|||Số 112 Thanh Hiên, P. Cam Thành|||TP. Cẩm Phả, Quảng Ninh|||Ngày bán: 11/08/2020 17156|||TỔNG TIỀN PHẢI T. TOÁN|||30.000"
mcocr_private_145120stjiz.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 13/08/2020-08:47|||Tổng cộng|||92,000"
mcocr_private_145120tdhhr.jpg,0.5,"PHỐ MỎ|||Tổ 7 khu tân lập 4 - p.cẩm thủy|||Tp. Cẩm Phả - Quảng Ninh|||13/08/2020 - 22: 14|||Tổng cộng:|||12,000"
mcocr_private_145120tjvke.jpg,0.5,"VinCommerce|||VM+ Mỹ Đình|||Tầng 1, nhà CT9,KĐT Mỹ Đình|||P. Mề Trì, Q. Nam Từ Liêm, HN|||Ngày bán:21/08/2020 18:27|||TỔNG TIỀN PHẢI T. TOÁN|||112.235"
mcocr_private_145120tlksx.jpg,0.5,NHÀ SÁCH GD-TC CẨM PHẢ|||ĐC: 212 Đường Trần Phú-Cẩm Phả|||Thời gian:09:39:15 - 11/08/2020|||Tổng số thanh toán:|||87.5008
mcocr_private_145120tqkzt.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 17/08/2020-17:53|||Tổng cộng:|||180,000"
mcocr_private_145120tswei.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, Khu Minh Tiến A|||Tổ 7, Khu Minh Tiến A|||P. Cẩm Bình, TP. Cầm Phà, QNH|||Ngày bán:14/08/2020 21:58|||TỔNG TIỀN PHẢI T. TOÁN|||16.500"
mcocr_private_145120ttjrp.jpg,0.5,"MINIMART ANAN|||Thuy Chợ Sũi Phú Thị GHa Làm Chí|||Ngày: 17/08/2020-14:42|||Tổng tiền|||273,000"
mcocr_private_145120twstz.jpg,0.5,|||ĐỊA CHỈ:|||09/08/2020 12:19:59|||03000000099|||1430.000 ĐI
mcocr_private_145120typdw.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phu Thị Gia Lâm Đó|||Ngày: 12/08/2020-14:16|||Tổng tiền:|||386,002"
mcocr_private_145120udjsy.jpg,0.5,"VinCommerce|||19 VM+ QNH Tố 7, Khu Minh Tiến A|||Tổ 7, khu Minh Tiến A|||P. Cẩm Bình. TP. Cẩm Phả. QNH|||Ngày bán: 10/08/2020 12:32|||TỔNG TIỀN PHẢI T. TOÁN|||97.926"
mcocr_private_145120ugttg.jpg,0.5,"VinCommerce|||VM+ QNH Dự án KDC lần biển cọc 6|||Từ DA khu DCLB cọc 6, P. Cảm Sơn|||TP. Cảm Phá T. Quang Ninh|||Ngày bán:14/08/2020 22:04||| TỔNG TIỀN PHẢI T. TOÁN|||296.900"
mcocr_private_145120urmma.jpg,0.5,"Vincommerce|||Và Vài% 17TM Chợ Sửi|||Số 42 Phổ Sui, Xà Phú Thị|||Huyện Gia Làm, Hà Nội|||Ngày bán:14/08/2020 17:26|||TỔNG TIỀN PHẢI T. TOÁN|||193.920"
mcocr_private_145120uspmc.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 13/08/2020-10:26|||Tổng cộng:|||25,000"
mcocr_private_145120vcpfc.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, Khu Minh Tiến A|||Tổ 7, Khu Minh Tiến A|||P. Cầm Bình, TP. Câm Phà, QNH|||Ngày bán:15/08/2020 10:47|||TỔNG TIỀN PHẢI T. TOÁN|||16.000"
mcocr_private_145120vcrvo.jpg,0.5,"SIEU THI BACH HOA TONG HOP|||Số 5 Cầm Tây - Cầm Phá - QN|||Ngày: 09/08/2020-15:|||Tổng cộng (đã gồm VAT):|||30,000"
mcocr_private_145120vogtr.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm||||||Tổng tiền|||293,012"
mcocr_private_145120vvopk.jpg,0.5,|||||||||THANH TÙAN|||TAI QUẤT
mcocr_private_145121cjtsq.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 10/08/2020-16:33|||Tổng tiền|||386,026"
mcocr_private_145121cqrlq.jpg,0.5,"||||||Ngay: 17/09/2019 18:33:45|||Tong so tien thanh toan:|||144,408.20"
mcocr_private_145121dvszj.jpg,0.5,"CỬA HÀNG NĂM OÁNH|||Xã Thôn Phú Thuy, Xã Phú Thị, Huyện Gia Lâm, TP Hà Nội|||Ngày: 11-08-2020|||Cộng tiền hàng|||43,500"
mcocr_private_145121ejiwh.jpg,0.5,"VinCommerce|||VM + QNH 1060-1062 Trần Phú|||Thời Số 1080-1082 Đường Trần Phú|||TP. Cẩm Phả, Quảng Ninh|||Ngày bán:12/08/2020 17:16|||TỔNG TIỀN PHẢI T.TOÁN|||49.500"
mcocr_private_145121embny.jpg,0.5,"VinCommerce|||VM+ HN1 36 Đình Thôn|||Số 36 Đinh Thôn, P. Mỹ Đỉnh 1|||Q, Nam Từ Liêm, Hà Nội|||Ngày bán:14/08/2020 17:25|||TỔNG TIỀN PHẢI T. TOÁN|||178.722"
mcocr_private_145121emlvc.jpg,0.5,"VinCommerce|||VM+ QNH Tổ 7, Khu Minh Tiến A|||Tổ 7, Khu Minh Tiến A|||P. Cấm Bình, TP. Cẩm Phả, QNH|||Ngày bán:11/08/2020 11:27|||TỔNG TIỀN PHẢI T. TOÁN|||12.100"
mcocr_private_145121eojyh.jpg,0.5,"MINIMART ANAN|||Chợ Sủi Phú Thị Gia Lâm|||Ngày: 10/08/2020-17:22|||Tổng cộng|||68,000"
mcocr_private_145121evclb.jpg,0.5,SCTC cổ THỎ 104 TRẦN PHÚ - CẨM|||PHẢ|||Thành phố Cấm|||phường căm tây|||Phả - Quảng Ninh|||Ngày: 08/08 0/0|||Tổng thanh toán|||100.000
mcocr_private_145121fbfct.jpg,0.5,VinCommerce||||||Ngày bán: 12/08/2020 16:09|||TỔNG TIỀN PHẢI T.TOÁN|||397.300
mcocr_private_145121fmuoc.jpg,0.5,||||||24/08/2020|||
mcocr_private_145121fpqeu.jpg,0.5,"VinCommerce|||VM+ ONH DỰ ÁN KDC lấn biển cọc 6|||19 DA khu DCLB cọc 6, P. Câm Sơn Thu|||19 TP. Câm Phả, T. Quảng Ninh|||Ngày: 15/08/2020|||Thời gian:10:28|||"
mcocr_private_145121fqdpf.jpg,0.5,CHẾ NII||||||Ngày: 08|||
mcocr_private_145121fszli.jpg,0.5,"MINIMART ANAN|||Và Chợ Sủi Phú Thị Gia Lam Đó|||Ngày: 15/08/2020-18:41|||Tổng tiền:|||99,000"
mcocr_private_145121gbura.jpg,0.5,"Co. op Mart HAU GIANG|||6, TpHCM|||Ngay: 21/05/2020 19:52:14|||so tien thanh toan:|||1,488,500.00"
mcocr_private_145121gdeww.jpg,0.5,||||||nai|||Tổng Tiền|||5.079.000
mcocr_private_145121geflx.jpg,0.5,VinCommerce|||VM OM 112 THANH NA|||03112 Tvo Km P Cua Trong|||NGÀY BÁN: 13/06/2020 10120|||TỔNG TIỀN PHẢI T.TOÁN|||203.397
mcocr_private_145121gekvy.jpg,0.5,VINMART|||ĐỊA CHỈ:|||14/68/2020 17:13:03|||50.000 Đ
